,Area,Perimeter,Convex Area,Solidity,Equivalent Diameter,Major Axis,Minor Axis,Eccentricity,Class
177,205.5,103.01219260692596,362.0,0.5676795580110497,16.175621361885174,15.780834197998047,35.771080017089844,(1.2456107982312417e-16+2.0342368086839153j),0
178,377.5,125.29646301269531,711.0,0.5309423347398031,21.923684182580352,30.50766372680664,35.94862747192383,(3.816610771215011e-17+0.6232998402269592j),0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
180,77.5,83.98275578022003,136.0,0.5698529411764706,9.933582672781009,6.325226306915283,34.656829833984375,(3.298657593299923e-16+5.387116670041642j),0
181,77.5,83.98275578022003,136.0,0.5698529411764706,9.933582672781009,6.325226306915283,34.656829833984375,(3.298657593299923e-16+5.387116670041642j),0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183,8132.0,643.61225938797,9377.0,0.8672283246240802,101.75452804561743,87.1921157836914,123.09221649169922,(6.101757323845986e-17+0.9964925933084163j),0
184,1640.0,602.1564161777496,10084.0,0.1626338754462515,45.69587348290507,378.51141357421875,534.0425415039062,(6.094524300157352e-17+0.9953113508973521j),0
185,23651.5,1450.5209801197052,38721.0,0.6108184189457917,173.53393066574532,169.7410430908203,236.3224334716797,(5.931538910488636e-17+0.9686938167998159j),0
186,1062.0,161.05382239818573,1353.0,0.7849223946784922,36.772005609005646,39.00025177001953,45.36282730102539,(3.637526215511557e-17+0.5940531127904216j),0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
191,47.5,29.071067690849304,51.5,0.9223300970873787,7.776816725043752,8.213496208190918,10.312284469604492,(4.648634140694092e-17+0.759179568171109j),0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
193,205.5,103.01219260692596,362.0,0.5676795580110497,16.175621361885174,15.780834197998047,35.771080017089844,(1.2456107982312417e-16+2.0342368086839153j),0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,57177.0,912.6072087287903,57611.0,0.9924667164256826,269.81478360038466,234.6441650390625,312.5892639160156,(5.389541407449494e-17+0.8801789072901514j),0
